territorycode,netivcamt,standardized
East,66.1,-0.299603995
East,66.12,-0.299598378
East,66.28,-0.29955344
East,66.3,-0.299547823
East,66.36,-0.299530971
East,66.4,-0.299519737
East,66.5,-0.29949165
East,66.56,-0.299474799
East,66.6,-0.299463564
East,66.68,-0.299441096
East,66.7,-0.299435478
East,66.75,-0.299421435
East,66.8,-0.299407392
East,66.81,-0.299404584
East,66.82,-0.299401775
East,66.9,-0.299379306
East,66.91,-0.299376498
East,66.99,-0.299354029
East,67,-0.29935122
East,67.1,-0.299323134
East,67.2,-0.299295048
East,67.3,-0.299266962
East,67.32,-0.299261345
East,67.38,-0.299244493
East,67.4,-0.299238876
East,67.5,-0.29921079
East,67.52,-0.299205172
East,67.68,-0.299160235
East,67.7,-0.299154617
East,67.76,-0.299137766
East,67.8,-0.299126531
East,67.83,-0.299118105
East,67.84,-0.299115297
East,67.86,-0.29910968
East,67.92,-0.299092828
East,68,-0.299070359
East,68.04,-0.299059125
East,68.1,-0.299042273
East,68.2,-0.299014187
East,68.25,-0.299000144
East,68.27,-0.298994527
East,68.33,-0.298977675
East,68.4,-0.298958015
East,68.41,-0.298955206
East,68.42,-0.298952398
East,68.45,-0.298943972
East,68.5,-0.298929929
East,68.52,-0.298924311
East,68.6,-0.298901843
East,68.64,-0.298890608
East,68.65,-0.2988878
East,68.75,-0.298859713
East,68.8,-0.29884567
East,68.86,-0.298828819
East,68.9,-0.298817584
East,69,-0.298789498
East,69.04,-0.298778264
East,69.09,-0.298764221
East,69.2,-0.298733326
East,69.3,-0.29870524
East,69.33,-0.298696814
East,69.4,-0.298677154
East,69.42,-0.298671537
East,69.44,-0.298665919
East,69.5,-0.298649068
East,69.52,-0.298643451
East,69.56,-0.298632216
East,69.6,-0.298620982
East,69.78,-0.298570427
East,69.8,-0.29856481
East,69.9,-0.298536723
East,69.92,-0.298531106
East,70,-0.298508637
East,70.1,-0.298480551
East,70.2,-0.298452465
East,70.3,-0.298424379
East,70.35,-0.298410336
East,70.4,-0.298396293
East,70.43,-0.298387867
East,70.5,-0.298368207
East,70.56,-0.298351355
East,70.6,-0.298340121
East,70.7,-0.298312035
East,70.74,-0.2983008
East,70.78,-0.298289566
East,70.8,-0.298283949
East,71,-0.298227776
East,71.12,-0.298194073
East,71.19,-0.298174413
East,71.2,-0.298171604
East,71.4,-0.298115432
East,71.44,-0.298104198
East,71.48,-0.298092963
East,71.5,-0.298087346
East,71.51,-0.298084537
East,71.72,-0.298025557
East,71.84,-0.297991853
East,71.9,-0.297975002
East,72,-0.297946916
East,72.02,-0.297941298
East,72.04,-0.297935681
East,72.05,-0.297932872
East,72.09,-0.297921638
East,72.1,-0.297918829
East,72.16,-0.297901978
East,72.18,-0.297896361
East,72.2,-0.297890743
East,72.3,-0.297862657
East,72.32,-0.29785704
East,72.4,-0.297834571
East,72.42,-0.297828954
East,72.46,-0.29781772
East,72.48,-0.297812102
East,72.5,-0.297806485
East,72.52,-0.297800868
East,72.6,-0.297778399
East,72.71,-0.297747504
East,72.72,-0.297744696
East,72.75,-0.29773627
East,72.8,-0.297722227
East,72.9,-0.297694141
East,72.93,-0.297685715
East,72.95,-0.297680098
East,72.99,-0.297668863
East,73,-0.297666055
East,73.14,-0.297626734
East,73.15,-0.297623925
East,73.2,-0.297609882
East,73.4,-0.29755371
East,73.5,-0.297525624
East,73.6,-0.297497538
East,73.61,-0.297494729
East,73.7,-0.297469452
East,73.85,-0.297427323
East,73.88,-0.297418897
East,73.9,-0.29741328
East,73.92,-0.297407663
East,73.96,-0.297396428
East,74,-0.297385194
East,74.1,-0.297357108
East,74.12,-0.29735149
East,74.14,-0.297345873
East,74.3,-0.297300935
East,74.34,-0.297289701
East,74.37,-0.297281275
East,74.4,-0.297272849
East,74.5,-0.297244763
East,74.58,-0.297222294
East,74.6,-0.297216677
East,74.8,-0.297160505
East,74.84,-0.297149271
East,75,-0.297104333
East,75.08,-0.297081864
East,75.2,-0.297048161
East,75.3,-0.297020075
East,75.33,-0.297011649
East,75.5,-0.296963902
East,75.6,-0.296935816
East,75.68,-0.296913347
East,75.8,-0.296879644
East,75.9,-0.296851558
East,75.92,-0.296845941
East,76,-0.296823472
East,76.1,-0.296795386
East,76.2,-0.2967673
East,76.25,-0.296753257
East,76.34,-0.296727979
East,76.4,-0.296711128
East,76.44,-0.296699893
East,76.45,-0.296697085
East,76.5,-0.296683041
East,76.56,-0.29666619
East,76.6,-0.296654955
East,76.65,-0.296640912
East,76.66,-0.296638104
East,76.7,-0.296626869
East,76.76,-0.296610018
East,76.8,-0.296598783
East,77,-0.296542611
East,77.13,-0.296506099
East,77.2,-0.296486439
East,77.3,-0.296458353
East,77.31,-0.296455544
East,77.4,-0.296430267
East,77.44,-0.296419032
East,77.5,-0.296402181
East,77.6,-0.296374094
East,77.66,-0.296357243
East,77.7,-0.296346008
East,77.8,-0.296317922
East,77.9,-0.296289836
East,77.93,-0.29628141
East,78,-0.29626175
East,78.05,-0.296247707
East,78.1,-0.296233664
East,78.17,-0.296214004
East,78.2,-0.296205578
East,78.3,-0.296177492
East,78.32,-0.296171875
East,78.4,-0.296149406
East,78.5,-0.29612132
East,78.6,-0.296093234
East,78.65,-0.296079191
East,78.67,-0.296073573
East,78.7,-0.296065147
East,78.76,-0.296048296
East,78.8,-0.296037061
East,78.9,-0.296008975
East,78.93,-0.296000549
East,79,-0.295980889
East,79.12,-0.295947186
East,79.2,-0.295924717
East,79.26,-0.295907865
East,79.36,-0.295879779
East,79.4,-0.295868545
East,79.6,-0.295812373
East,79.8,-0.2957562
East,79.82,-0.295750583
East,79.98,-0.295705646
East,80,-0.295700028
East,80.01,-0.29569722
East,80.1,-0.295671942
East,80.15,-0.295657899
East,80.2,-0.295643856
East,80.22,-0.295638239
East,80.3,-0.29561577
East,80.34,-0.295604536
East,80.4,-0.295587684
East,80.44,-0.29557645
East,80.5,-0.295559598
East,80.6,-0.295531512
East,80.64,-0.295520277
East,80.8,-0.29547534
East,80.94,-0.295436019
East,80.96,-0.295430402
East,81,-0.295419167
East,81.2,-0.295362995
East,81.4,-0.295306823
East,81.45,-0.29529278
East,81.48,-0.295284354
East,81.6,-0.295250651
East,81.62,-0.295245034
East,81.7,-0.295222565
East,81.8,-0.295194479
East,81.9,-0.295166393
East,82,-0.295138307
East,82.08,-0.295115838
East,82.15,-0.295096177
East,82.18,-0.295087752
East,82.2,-0.295082134
East,82.3,-0.295054048
East,82.33,-0.295045622
East,82.4,-0.295025962
East,82.44,-0.295014728
East,82.5,-0.294997876
East,82.52,-0.294992259
East,82.6,-0.29496979
East,82.62,-0.294964173
East,82.72,-0.294936087
East,82.74,-0.294930469
East,82.8,-0.294913618
East,82.9,-0.294885532
East,82.94,-0.294874297
East,82.95,-0.294871489
East,82.96,-0.29486868
East,83,-0.294857446
East,83.04,-0.294846211
East,83.05,-0.294843403
East,83.06,-0.294840594
East,83.15,-0.294815316
East,83.16,-0.294812508
East,83.2,-0.294801273
East,83.25,-0.29478723
East,83.28,-0.294778805
East,83.4,-0.294745101
East,83.5,-0.294717015
East,83.58,-0.294694546
East,83.6,-0.294688929
East,83.65,-0.294674886
East,83.7,-0.294660843
East,83.8,-0.294632757
East,83.82,-0.29462714
East,83.97,-0.294585011
East,84,-0.294576585
East,84.15,-0.294534456
East,84.24,-0.294509178
East,84.3,-0.294492326
East,84.39,-0.294467049
East,84.4,-0.29446424
East,84.48,-0.294441771
East,84.5,-0.294436154
East,84.56,-0.294419303
East,84.57,-0.294416494
East,84.64,-0.294396834
East,84.66,-0.294391217
East,84.7,-0.294379982
East,84.74,-0.294368748
East,84.8,-0.294351896
East,84.88,-0.294329427
East,84.95,-0.294309767
East,84.96,-0.294306958
East,85,-0.294295724
East,85.06,-0.294278872
East,85.1,-0.294267638
East,85.14,-0.294256403
East,85.2,-0.294239552
East,85.26,-0.2942227
East,85.28,-0.294217083
East,85.3,-0.294211466
East,85.4,-0.294183379
East,85.44,-0.294172145
East,85.48,-0.294160911
East,85.5,-0.294155293
East,85.6,-0.294127207
East,85.8,-0.294071035
East,85.86,-0.294054183
East,85.9,-0.294042949
East,86,-0.294014863
East,86.04,-0.294003628
East,86.09,-0.293989585
East,86.13,-0.293978351
East,86.2,-0.293958691
East,86.3,-0.293930605
East,86.4,-0.293902519
East,86.47,-0.293882858
East,86.48,-0.29388005
East,86.52,-0.293868815
East,86.6,-0.293846346
East,86.62,-0.293840729
East,86.64,-0.293835112
East,86.68,-0.293823878
East,86.7,-0.29381826
East,86.8,-0.293790174
East,86.92,-0.293756471
East,87,-0.293734002
East,87.01,-0.293731193
East,87.12,-0.293700299
East,87.2,-0.29367783
East,87.3,-0.293649744
East,87.37,-0.293630083
East,87.54,-0.293582337
East,87.6,-0.293565485
East,87.72,-0.293531782
East,87.78,-0.293514931
East,87.8,-0.293509313
East,87.81,-0.293506505
East,87.84,-0.293498079
East,87.87,-0.293489653
East,88,-0.293453141
East,88.1,-0.293425055
East,88.2,-0.293396969
East,88.3,-0.293368883
East,88.35,-0.29335484
East,88.36,-0.293352031
East,88.4,-0.293340797
East,88.42,-0.29333518
East,88.44,-0.293329562
East,88.5,-0.293312711
East,88.74,-0.293245304
East,88.8,-0.293228452
East,88.85,-0.293214409
East,88.86,-0.293211601
East,88.9,-0.293200366
East,88.92,-0.293194749
East,89,-0.29317228
East,89.1,-0.293144194
East,89.16,-0.293127342
East,89.3,-0.293088022
East,89.35,-0.293073979
East,89.4,-0.293059936
East,89.46,-0.293043084
East,89.52,-0.293026233
East,89.6,-0.293003764
East,89.7,-0.292975678
East,89.8,-0.292947591
East,89.85,-0.292933548
East,89.88,-0.292925123
East,90,-0.292891419
East,90.06,-0.292874568
East,90.09,-0.292866142
East,90.1,-0.292863333
East,90.12,-0.292857716
East,90.2,-0.292835247
East,90.3,-0.292807161
East,90.34,-0.292795927
East,90.4,-0.292779075
East,90.5,-0.292750989
East,90.53,-0.292742563
East,90.6,-0.292722903
East,90.62,-0.292717286
East,90.63,-0.292714477
East,90.75,-0.292680774
East,90.78,-0.292672348
East,90.8,-0.292666731
East,90.9,-0.292638645
East,90.96,-0.292621793
East,91,-0.292610558
East,91.1,-0.292582472
East,91.14,-0.292571238
East,91.2,-0.292554386
East,91.34,-0.292515066
East,91.5,-0.292470128
East,91.52,-0.292464511
East,91.6,-0.292442042
East,91.62,-0.292436425
East,91.8,-0.29238587
East,92,-0.292329698
East,92.1,-0.292301611
East,92.16,-0.29228476
East,92.3,-0.292245439
East,92.32,-0.292239822
East,92.35,-0.292231396
East,92.4,-0.292217353
East,92.54,-0.292178033
East,92.64,-0.292149947
East,92.7,-0.292133095
East,92.8,-0.292105009
East,92.85,-0.292090966
East,92.9,-0.292076923
East,92.92,-0.292071305
East,93,-0.292048837
East,93.1,-0.292020751
East,93.12,-0.292015133
East,93.28,-0.291970196
East,93.4,-0.291936492
East,93.5,-0.291908406
East,93.6,-0.29188032
East,93.65,-0.291866277
East,93.7,-0.291852234
East,93.82,-0.291818531
East,93.9,-0.291796062
East,93.98,-0.291773593
East,94,-0.291767976
East,94.2,-0.291711804
East,94.3,-0.291683717
East,94.4,-0.291655631
East,94.5,-0.291627545
East,94.56,-0.291610694
East,94.57,-0.291607885
East,94.68,-0.29157699
East,94.71,-0.291568564
East,94.72,-0.291565756
East,94.78,-0.291548904
East,94.8,-0.291543287
East,94.92,-0.291509584
East,95,-0.291487115
East,95.02,-0.291481498
East,95.2,-0.291430943
East,95.37,-0.291383196
East,95.4,-0.29137477
East,95.46,-0.291357919
East,95.52,-0.291341067
East,95.6,-0.291318598
East,95.76,-0.291273661
East,95.77,-0.291270852
East,95.8,-0.291262426
East,95.9,-0.29123434
East,96,-0.291206254
East,96.1,-0.291178168
East,96.14,-0.291166933
East,96.15,-0.291164125
East,96.18,-0.291155699
East,96.2,-0.291150082
East,96.25,-0.291136039
East,96.26,-0.29113323
East,96.29,-0.291124804
East,96.31,-0.291119187
East,96.4,-0.29109391
East,96.5,-0.291065823
East,96.6,-0.291037737
East,96.7,-0.291009651
East,96.76,-0.2909928
East,96.8,-0.290981565
East,96.87,-0.290961905
East,97,-0.290925393
East,97.04,-0.290914159
East,97.08,-0.290902924
East,97.2,-0.290869221
East,97.24,-0.290857986
East,97.31,-0.290838326
East,97.32,-0.290835518
East,97.4,-0.290813049
East,97.44,-0.290801814
East,97.46,-0.290796197
East,97.5,-0.290784963
East,97.51,-0.290782154
East,97.52,-0.290779345
East,97.6,-0.290756876
East,97.62,-0.290751259
East,97.63,-0.290748451
East,97.68,-0.290734408
East,97.78,-0.290706322
East,97.8,-0.290700704
East,97.9,-0.290672618
East,97.92,-0.290667001
East,98,-0.290644532
East,98.07,-0.290624872
East,98.2,-0.29058836
East,98.4,-0.290532188
East,98.5,-0.290504102
East,98.56,-0.29048725
East,98.58,-0.290481633
East,98.6,-0.290476016
East,98.62,-0.290470398
East,98.64,-0.290464781
East,98.7,-0.290447929
East,98.76,-0.290431078
East,98.8,-0.290419843
East,98.9,-0.290391757
East,99,-0.290363671
East,99.16,-0.290318733
East,99.2,-0.290307499
East,99.25,-0.290293456
East,99.33,-0.290270987
East,99.44,-0.290240092
East,99.5,-0.290223241
East,99.52,-0.290217624
East,99.54,-0.290212006
East,99.6,-0.290195155
East,99.7,-0.290167069
East,99.8,-0.290138982
East,99.98,-0.290088428
East,99.99,-0.290085619
East,100,-0.29008281
East,100.1,-0.290054724
East,100.13,-0.290046298
East,100.17,-0.290035064
East,100.18,-0.290032255
East,100.2,-0.290026638
East,100.26,-0.290009786
East,100.3,-0.289998552
East,100.32,-0.289992935
East,100.4,-0.289970466
East,100.44,-0.289959232
East,100.5,-0.28994238
East,100.56,-0.289925528
East,100.68,-0.289891825
East,100.72,-0.28988059
East,100.8,-0.289858122
East,101,-0.289801949
East,101.1,-0.289773863
East,101.2,-0.289745777
East,101.3,-0.289717691
East,101.44,-0.289678371
East,101.5,-0.289661519
East,101.6,-0.289633433
East,101.64,-0.289622198
East,101.65,-0.28961939
East,101.7,-0.289605347
East,101.8,-0.289577261
East,101.96,-0.289532323
East,102,-0.289521089
East,102.08,-0.28949862
East,102.1,-0.289493002
East,102.13,-0.289484577
East,102.2,-0.289464916
East,102.36,-0.289419979
East,102.4,-0.289408744
East,102.5,-0.289380658
East,102.54,-0.289369424
East,102.6,-0.289352572
East,102.74,-0.289313251
East,102.8,-0.2892964
East,102.9,-0.289268314
East,103,-0.289240228
East,103.02,-0.28923461
East,103.2,-0.289184055
East,103.24,-0.289172821
East,103.3,-0.289155969
East,103.32,-0.289150352
East,103.5,-0.289099797
East,103.6,-0.289071711
East,103.68,-0.289049242
East,103.7,-0.289043625
East,103.73,-0.289035199
East,103.8,-0.289015539
East,104,-0.288959367
East,104.1,-0.288931281
East,104.2,-0.288903195
East,104.24,-0.28889196
East,104.34,-0.288863874
East,104.6,-0.28879085
East,104.61,-0.288788042
East,104.69,-0.288765573
East,104.7,-0.288762764
East,104.8,-0.288734678
East,104.88,-0.288712209
East,104.9,-0.288706592
East,104.94,-0.288695357
East,105,-0.288678506
East,105.05,-0.288664463
East,105.06,-0.288661654
East,105.17,-0.288630759
East,105.2,-0.288622334
East,105.3,-0.288594248
East,105.5,-0.288538075
East,105.55,-0.288524032
East,105.6,-0.288509989
East,105.72,-0.288476286
East,106,-0.288397645
East,106.08,-0.288375176
East,106.1,-0.288369559
East,106.2,-0.288341473
East,106.3,-0.288313387
East,106.37,-0.288293726
East,106.4,-0.288285301
East,106.48,-0.288262832
East,106.5,-0.288257214
East,106.6,-0.288229128
East,106.68,-0.288206659
East,106.7,-0.288201042
East,106.8,-0.288172956
East,106.85,-0.288158913
East,106.96,-0.288128018
East,107,-0.288116784
East,107.04,-0.28810555
East,107.2,-0.288060612
East,107.22,-0.288054995
East,107.3,-0.288032526
East,107.4,-0.28800444
East,107.46,-0.287987588
East,107.52,-0.287970736
East,107.58,-0.287953885
East,107.6,-0.287948267
East,107.64,-0.287937033
East,107.77,-0.287900521
East,107.9,-0.287864009
East,107.91,-0.287861201
East,108,-0.287835923
East,108.1,-0.287807837
East,108.14,-0.287796603
East,108.24,-0.287768516
East,108.28,-0.287757282
East,108.3,-0.287751665
East,108.36,-0.287734813
East,108.4,-0.287723579
East,108.47,-0.287703918
East,108.5,-0.287695493
East,108.6,-0.287667407
East,108.66,-0.287650555
East,108.7,-0.28763932
East,108.74,-0.287628086
East,108.76,-0.287622469
East,108.79,-0.287614043
East,108.8,-0.287611234
East,109,-0.287555062
East,109.19,-0.287501699
East,109.2,-0.28749889
East,109.3,-0.287470804
East,109.4,-0.287442718
East,109.44,-0.287431483
East,109.46,-0.287425866
East,109.5,-0.287414632
East,109.6,-0.287386546
East,109.7,-0.28735846
East,109.8,-0.287330373
East,109.9,-0.287302287
East,110,-0.287274201
East,110.1,-0.287246115
East,110.16,-0.287229264
East,110.2,-0.287218029
East,110.22,-0.287212412
East,110.3,-0.287189943
East,110.4,-0.287161857
East,110.45,-0.287147814
East,110.6,-0.287105685
East,110.63,-0.287097259
East,110.7,-0.287077599
East,110.73,-0.287069173
East,110.82,-0.287043895
East,110.9,-0.287021426
East,110.92,-0.287015809
East,111,-0.28699334
East,111.04,-0.286982106
East,111.1,-0.286965254
East,111.11,-0.286962446
East,111.3,-0.286909082
East,111.39,-0.286883805
East,111.4,-0.286880996
East,111.44,-0.286869762
East,111.52,-0.286847293
East,111.6,-0.286824824
East,111.69,-0.286799546
East,111.72,-0.286791121
East,111.76,-0.286779886
East,111.8,-0.286768652
East,111.9,-0.286740566
East,112,-0.28671248
East,112.04,-0.286701245
East,112.05,-0.286698436
East,112.1,-0.286684393
East,112.2,-0.286656307
East,112.3,-0.286628221
East,112.32,-0.286622604
East,112.4,-0.286600135
East,112.42,-0.286594518
East,112.52,-0.286566432
East,112.6,-0.286543963
East,112.62,-0.286538346
East,112.64,-0.286532729
East,112.7,-0.286515877
East,112.8,-0.286487791
East,113,-0.286431619
East,113.1,-0.286403533
East,113.19,-0.286378255
East,113.2,-0.286375446
East,113.3,-0.28634736
East,113.4,-0.286319274
East,113.5,-0.286291188
East,113.52,-0.286285571
East,113.6,-0.286263102
East,113.8,-0.28620693
East,113.96,-0.286161992
East,114,-0.286150758
East,114.03,-0.286142332
East,114.04,-0.286139523
East,114.08,-0.286128289
East,114.24,-0.286083351
East,114.3,-0.286066499
East,114.48,-0.286015944
East,114.6,-0.285982241
East,114.62,-0.285976624
East,114.66,-0.28596539
East,114.7,-0.285954155
East,114.8,-0.285926069
East,114.84,-0.285914835
East,114.9,-0.285897983
East,115.2,-0.285813725
East,115.25,-0.285799682
East,115.26,-0.285796873
East,115.3,-0.285785639
East,115.32,-0.285780021
East,115.34,-0.285774404
East,115.44,-0.285746318
East,115.46,-0.285740701
East,115.5,-0.285729466
East,115.6,-0.28570138
East,115.67,-0.28568172
East,115.7,-0.285673294
East,115.74,-0.28566206
East,115.8,-0.285645208
East,115.95,-0.285603079
East,116,-0.285589036
East,116.05,-0.285574993
East,116.2,-0.285532864
East,116.25,-0.285518821
East,116.28,-0.285510395
East,116.36,-0.285487926
East,116.55,-0.285434562
East,116.6,-0.285420519
East,116.7,-0.285392433
East,116.72,-0.285386816
East,116.9,-0.285336261
East,116.93,-0.285327835
East,116.97,-0.285316601
East,117,-0.285308175
East,117.1,-0.285280089
East,117.17,-0.285260429
East,117.2,-0.285252003
East,117.29,-0.285226725
East,117.3,-0.285223917
East,117.34,-0.285212682
East,117.42,-0.285190213
East,117.5,-0.285167745
East,117.6,-0.285139658
East,117.62,-0.285134041
East,117.8,-0.285083486
East,117.84,-0.285072252
East,117.87,-0.285063826
East,117.93,-0.285046974
East,118,-0.285027314
East,118.1,-0.284999228
East,118.14,-0.284987994
East,118.15,-0.284985185
East,118.17,-0.284979568
East,118.3,-0.284943056
East,118.35,-0.284929013
East,118.36,-0.284926204
East,118.4,-0.28491497
East,118.46,-0.284898118
East,118.47,-0.284895309
East,118.48,-0.284892501
East,118.5,-0.284886884
East,118.6,-0.284858798
East,118.68,-0.284836329
East,118.7,-0.284830711
East,118.72,-0.284825094
East,118.92,-0.284768922
East,119,-0.284746453
East,119.02,-0.284740836
East,119.07,-0.284726793
East,119.16,-0.284701515
East,119.18,-0.284695898
East,119.2,-0.284690281
East,119.4,-0.284634109
East,119.46,-0.284617257
East,119.5,-0.284606023
East,119.56,-0.284589171
East,119.6,-0.284577937
East,119.62,-0.284572319
East,119.78,-0.284527382
East,119.8,-0.284521764
East,119.83,-0.284513339
East,119.9,-0.284493678
East,120,-0.284465592
East,120.2,-0.28440942
East,120.23,-0.284400994
East,120.25,-0.284395377
East,120.3,-0.284381334
East,120.36,-0.284364482
East,120.4,-0.284353248
East,120.6,-0.284297076
East,120.68,-0.284274607
East,120.7,-0.28426899
East,120.72,-0.284263372
East,120.75,-0.284254947
East,120.78,-0.284246521
East,120.8,-0.284240904
East,120.86,-0.284224052
East,120.9,-0.284212817
East,121,-0.284184731
East,121.1,-0.284156645
East,121.2,-0.284128559
East,121.3,-0.284100473
East,121.32,-0.284094856
East,121.38,-0.284078004
East,121.44,-0.284061153
East,121.49,-0.28404711
East,121.6,-0.284016215
East,121.64,-0.28400498
East,121.7,-0.283988129
East,121.8,-0.283960043
East,121.9,-0.283931957
East,122,-0.283903871
East,122.02,-0.283898253
East,122.1,-0.283875784
East,122.2,-0.283847698
East,122.34,-0.283808378
East,122.4,-0.283791526
East,122.5,-0.28376344
